periode_data,periode_pemantauan,titik_sampel,nama_sungai,alamat,latitude,longitude,jenis_parameter,parameter,baku_mutu,hasil_pengukuran
202410,PERIODE 4,MPG 2,MAMPANG,DEKAT PINTU KELUAR RSUD PASAR MINGGU,-6.293141,106.819503,KIMIA,AMONIAK,0.2,28.4
202410,PERIODE 4,MPG 2,MAMPANG,DEKAT PINTU KELUAR RSUD PASAR MINGGU,-6.293141,106.819503,KIMIA,TOTAL N,15.0,30.33
202410,PERIODE 4,MPG 2,MAMPANG,DEKAT PINTU KELUAR RSUD PASAR MINGGU,-6.293141,106.819503,KIMIA,NI,0.05,0.02
202410,PERIODE 4,MPG 2,MAMPANG,DEKAT PINTU KELUAR RSUD PASAR MINGGU,-6.293141,106.819503,KIMIA,SIANIDA,0.02,0.032
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,FISIKA,TDS,1000.0,184.7
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,FISIKA,TSS,50.0,20.0
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,PH,6.9,6.915
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,BOD,3.0,36.28
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,COD,25.0,154.0
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,DO,4.0,0.95
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,NITRAT,10.0,0.9
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,NITRIT,0.06,0.02
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,TOTAL P,0.2,0.64
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,F,1.5,0.11
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,H2S,0.002,0.031
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.025
202402,PERIODE 1,MKV 3,MOOKERVART,JEMBATAN SEMANAN,-6.156923,106.70503,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,CD,0.01,0.004
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,ZN,0.05,0.009
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,CU,0.02,0.009
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,PB,0.03,0.009
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,CR6,0.05,0.033
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,MBAS,0.2,0.1
202402,PERIODE 1,MKV 4,MOOKERVART,SUMUR BOR JEMBATAN PELANGI,-6.153444,106.719528,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,BIOLOGI,TOTAL COLIFORM,5000.0,5000000.0
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,BIOLOGI,FECAL COLIFORM,1000.0,2200000.0
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,FISIKA,WARNA,50.0,19.0
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,SULFAT,300.0,11.6
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,KLORIDA,300.0,25.99
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,PH,6.9,7.47
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,BOD,3.0,47.95
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,COD,25.0,252.0
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,DO,4.0,0.95
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,NITRAT,10.0,0.6
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,NITRIT,0.06,0.3
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,TOTAL P,0.2,1.92
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,F,1.5,0.11
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,H2S,0.002,0.135
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.0
202402,PERIODE 1,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,CD,0.01,0.004
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,ZN,0.05,0.01
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,CU,0.02,0.009
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,PB,0.03,0.009
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,CR6,0.05,0.103
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,MBAS,0.2,0.32
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,FENOL,0.005,0.016
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,BIOLOGI,TOTAL COLIFORM,5000.0,24000000.0
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,BIOLOGI,FECAL COLIFORM,1000.0,11000000.0
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,FISIKA,WARNA,50.0,53.0
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,SULFAT,300.0,27.0
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,KLORIDA,300.0,80.18
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,AMONIAK,0.2,22.95
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,TOTAL N,15.0,30.07
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,NI,0.05,0.02
202410,PERIODE 4,SPK 2,SEPAK,JL MERUYA ILIR KEBON JERUK,-6.196917,106.746111,KIMIA,SIANIDA,0.02,0.025
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,FISIKA,TDS,1000.0,195.9
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,FISIKA,TSS,50.0,16.0
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,PH,6.9,7.225
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,BOD,3.0,8.75
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,COD,25.0,63.0
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,DO,4.0,2.4
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,NITRAT,10.0,1.1
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,NITRIT,0.06,0.58
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,TOTAL P,0.2,0.63
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,F,1.5,0.05
202410,PERIODE 4,SPK 3,SEPAK,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.166694,106.747964,KIMIA,H2S,0.002,0.035
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,NITRAT,10.0,1.2
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,NITRIT,0.06,0.08
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,TOTAL P,0.2,1.87
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,F,1.5,0.11
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,H2S,0.002,0.025
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.0
202402,PERIODE 1,PSG 1,PESANGGRAHAN,JL RAYA CIPUTAT PASAR JUMAT ASRAMA POLISI,-6.290602,106.766668,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,CD,0.01,0.004
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,ZN,0.05,0.009
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,CU,0.02,0.009
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,PB,0.03,0.009
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,CR6,0.05,0.023
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,MBAS,0.2,0.11
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,FENOL,0.005,0.01
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,BIOLOGI,TOTAL COLIFORM,5000.0,300000.0
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,BIOLOGI,FECAL COLIFORM,1000.0,170000.0
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,FISIKA,WARNA,50.0,16.0
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,SULFAT,300.0,13.2
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,KLORIDA,300.0,20.19
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,AMONIAK,0.2,1.95
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,TOTAL N,15.0,8.38
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,NI,0.05,0.009
202410,PERIODE 4,KLB 2,KALIBARU BARAT,SRENGSENG SAWAH,-6.337577,106.82934,KIMIA,SIANIDA,0.02,0.002
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,FISIKA,TDS,1000.0,182.1
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,FISIKA,TSS,50.0,16.0
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,PH,6.9,7.225
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,BOD,3.0,15.72
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,COD,25.0,68.0
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,DO,4.0,3.05
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,NITRAT,10.0,1.1
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,NITRIT,0.06,0.1
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,TOTAL P,0.2,2.16
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,F,1.5,0.11
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,H2S,0.002,0.061
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.0
202402,PERIODE 1,PSG 2,PESANGGRAHAN,JL TANAH KUSIR MAKAM,-6.25443104,106.7691631,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,KLB 3,KALIBARU BARAT,KALIBATA SELATAN OUTLET SITU BABAKAN 2,-6.302912,106.836896,KIMIA,CD,0.01,0.004
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,KLORIN BEBAS,0.03,0.08
202402,PERIODE 1,PSG 4,PESANGGRAHAN,JL H KELIK HUTAN KOTA,-6.208616,106.764814,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,CD,0.01,0.004
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,ZN,0.05,0.009
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,CU,0.02,0.009
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,PB,0.03,0.009
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,CR6,0.05,0.03
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,MBAS,0.2,0.2
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,FENOL,0.005,0.002
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,BIOLOGI,TOTAL COLIFORM,5000.0,800000.0
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,BIOLOGI,FECAL COLIFORM,1000.0,70000.0
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,FISIKA,WARNA,50.0,6.0
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,SULFAT,300.0,21.3
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,KLORIDA,300.0,41.18
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,AMONIAK,0.2,7.65
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,TOTAL N,15.0,9.94
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,NI,0.05,0.02
202410,PERIODE 4,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211244,106.861962,KIMIA,SIANIDA,0.02,0.004
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,FISIKA,TDS,1000.0,345.3
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,FISIKA,TSS,50.0,53.0
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,PH,6.9,6.02
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,BOD,3.0,36.72
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,COD,25.0,160.0
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,DO,4.0,2.66
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,NITRAT,10.0,1.0
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,NITRIT,0.06,0.03
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,TOTAL P,0.2,2.34
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,F,1.5,0.11
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,H2S,0.002,0.092
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.0
202402,PERIODE 1,PSG 5,PESANGGRAHAN,JL INSPEKSI CENGKARENG DRAIN TAMAN KOTA,-6.170194,106.749056,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,CD,0.01,0.004
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,ZN,0.05,0.009
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,CU,0.02,0.009
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,PB,0.03,0.009
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,CR6,0.05,0.082
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,MBAS,0.2,0.48
202410,PERIODE 4,KLT 7,KALIBARU TIMUR,GALUR,-6.174389,106.852036,KIMIA,FENOL,0.005,0.018
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,AMONIAK,0.2,6.5
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,TOTAL N,15.0,18.01
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,NI,0.05,0.02
202410,PERIODE 4,MPG 3,MAMPANG,JL RM HARSONO PASAR MINGGU,-6.285606,106.83517,KIMIA,SIANIDA,0.02,0.014
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,FISIKA,TDS,1000.0,234.2
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,FISIKA,TSS,50.0,32.0
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,PH,6.9,6.985
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,BOD,3.0,17.35
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,COD,25.0,108.0
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,DO,4.0,1.15
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,NITRAT,10.0,2.0
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,NITRIT,0.06,0.02
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,TOTAL P,0.2,1.14
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,F,1.5,0.11
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,H2S,0.002,0.057
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.02
202402,PERIODE 1,PSG 3,PESANGGRAHAN,JL RAYA POS PENGUMBEN NATIONAL HIGH JAKARTA SCHOOL,-6.216886111,106.7641833,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,CD,0.01,0.004
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,ZN,0.05,0.01
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,CU,0.02,0.01
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,PB,0.03,0.01
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,CR6,0.05,0.056
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,MBAS,0.2,0.11
202402,PERIODE 1,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,BIOLOGI,TOTAL COLIFORM,5000.0,3500000.0
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,BIOLOGI,FECAL COLIFORM,1000.0,1400000.0
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,FISIKA,WARNA,50.0,31.0
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,SULFAT,300.0,17.6
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,KLORIDA,300.0,38.35
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,AMONIAK,0.2,6.4
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,TOTAL N,15.0,16.06
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,NI,0.05,0.02
202410,PERIODE 4,MPG 4,MAMPANG,JL KEMANG TIMUR V,-6.261817,106.825894,KIMIA,SIANIDA,0.02,0.015
202410,PERIODE 4,MPG 5,MAMPANG,SMAN 60,-6.258022,106.824789,FISIKA,TDS,1000.0,220.9
202410,PERIODE 4,MPG 5,MAMPANG,SMAN 60,-6.258022,106.824789,FISIKA,TSS,50.0,32.0
202410,PERIODE 4,MPG 5,MAMPANG,SMAN 60,-6.258022,106.824789,KIMIA,PH,6.9,7.285
202410,PERIODE 4,MPG 5,MAMPANG,SMAN 60,-6.258022,106.824789,KIMIA,BOD,3.0,12.16
202410,PERIODE 4,MPG 5,MAMPANG,SMAN 60,-6.258022,106.824789,KIMIA,COD,25.0,80.0
202410,PERIODE 4,MPG 5,MAMPANG,SMAN 60,-6.258022,106.824789,KIMIA,DO,4.0,1.05
